dependents,education,employment,annual_income,loan_amount,loan_term,cibil_score,loan_status
3, Not Graduate, Yes,4100000,13300000,10,670, Approved
4, Not Graduate, Yes,1200000,2800000,6,366, Rejected
5, Not Graduate, No,7900000,27800000,16,857, Approved
2, Not Graduate, No,6600000,15000000,16,401, Rejected
0, Not Graduate, No,2200000,8800000,4,437, Approved
3, Not Graduate, No,5500000,17600000,8,882, Approved
4, Graduate, No,5100000,15500000,8,392, Rejected
2, Not Graduate, Yes,3900000,7700000,10,421, Rejected
5, Graduate, No,200000,400000,6,722, Approved
4, Graduate, No,5800000,14700000,10,692, Approved
5, Not Graduate, No,8300000,20700000,2,537, Rejected
5, Graduate, Yes,2600000,5500000,8,676, Approved
1, Graduate, No,2100000,8100000,6,817, Approved
4, Not Graduate, No,3900000,10800000,20,433, Rejected
1, Graduate, Yes,5200000,16300000,6,524, Rejected
3, Not Graduate, Yes,7800000,24400000,20,490, Rejected
3, Not Graduate, Yes,5400000,14300000,4,595, Approved
2, Not Graduate, No,2900000,11000000,2,835, Approved
4, Graduate, No,7100000,28300000,6,850, Approved
1, Graduate, Yes,800000,2500000,4,409, Approved
5, Graduate, Yes,3400000,12800000,10,760, Approved
1, Graduate, Yes,6800000,17600000,14,344, Rejected
4, Graduate, Yes,7000000,27100000,12,881, Approved
0, Graduate, Yes,9300000,24500000,10,600, Approved
2, Graduate, No,7500000,19900000,10,790, Approved
3, Graduate, Yes,8000000,31200000,20,392, Rejected
5, Graduate, Yes,1600000,4100000,2,748, Approved
1, Graduate, Yes,6700000,18800000,6,798, Approved
3, Not Graduate, No,3800000,11400000,4,323, Approved
1, Not Graduate, Yes,2700000,5400000,6,413, Rejected
3, Graduate, No,1300000,2900000,8,733, Approved
4, Not Graduate, No,3400000,10500000,16,543, Rejected
3, Graduate, No,3400000,10900000,14,757, Approved
5, Graduate, Yes,2400000,6800000,8,464, Rejected
0, Not Graduate, No,1900000,6900000,4,749, Approved
4, Graduate, No,700000,2200000,6,680, Approved
1, Not Graduate, No,6900000,20900000,4,574, Approved
5, Graduate, Yes,300000,800000,18,774, Approved
3, Not Graduate, No,6000000,18700000,10,387, Rejected
1, Not Graduate, No,4300000,16400000,20,397, Rejected
4, Graduate, No,5800000,13500000,14,816, Approved
2, Graduate, Yes,3300000,6700000,8,845, Approved
2, Not Graduate, No,400000,1500000,4,743, Approved
5, Not Graduate, No,300000,600000,4,418, Rejected
1, Not Graduate, No,4200000,10700000,6,466, Rejected
2, Not Graduate, Yes,600000,2300000,12,335, Rejected
5, Not Graduate, Yes,4400000,15200000,6,446, Rejected
0, Graduate, Yes,9200000,29400000,2,868, Approved
2, Graduate, Yes,6900000,25300000,4,763, Approved
5, Not Graduate, Yes,5100000,13700000,14,527, Rejected
4, Graduate, No,3400000,12700000,2,741, Approved
4, Not Graduate, Yes,8600000,26800000,12,802, Approved
3, Not Graduate, Yes,9200000,28900000,8,538, Rejected
5, Graduate, Yes,4800000,16300000,4,523, Approved
4, Not Graduate, No,2800000,8300000,14,381, Rejected
1, Graduate, Yes,3400000,7000000,4,534, Rejected
5, Not Graduate, Yes,800000,2200000,14,574, Approved
1, Not Graduate, No,4100000,11100000,6,405, Rejected
0, Not Graduate, No,1900000,3800000,16,542, Rejected
5, Graduate, Yes,6700000,25400000,14,820, Approved
0, Graduate, No,5200000,13400000,2,505, Rejected
3, Graduate, Yes,6700000,16400000,2,508, Rejected
1, Not Graduate, Yes,4700000,15000000,20,835, Approved
0, Not Graduate, No,6000000,22000000,12,826, Approved
5, Not Graduate, Yes,6500000,18900000,12,427, Rejected
3, Graduate, No,500000,2000000,12,890, Approved
4, Not Graduate, No,5700000,13300000,2,333, Rejected
4, Not Graduate, Yes,6800000,20000000,12,679, Approved
5, Not Graduate, No,3100000,12300000,18,805, Approved
3, Not Graduate, No,5100000,11000000,16,826, Approved
1, Not Graduate, Yes,6300000,23900000,10,844, Approved
5, Graduate, Yes,4400000,14100000,10,663, Approved
1, Not Graduate, No,8100000,21900000,6,884, Approved
1, Not Graduate, No,1100000,3700000,2,508, Approved
0, Graduate, Yes,2400000,6900000,4,581, Approved
3, Graduate, Yes,7000000,26300000,12,481, Rejected
1, Graduate, Yes,8700000,30000000,12,543, Rejected
0, Not Graduate, Yes,3500000,12600000,10,448, Rejected
1, Graduate, Yes,1600000,5300000,4,713, Approved
5, Not Graduate, Yes,7800000,17300000,16,493, Rejected
2, Not Graduate, No,3700000,9200000,10,819, Approved
4, Graduate, No,400000,1400000,18,827, Approved
0, Not Graduate, No,4800000,15700000,10,398, Rejected
0, Graduate, Yes,2900000,7500000,18,692, Approved
5, Graduate, Yes,5000000,14600000,18,509, Rejected
0, Graduate, Yes,7600000,18100000,16,439, Rejected
1, Graduate, No,3000000,9400000,4,622, Approved
3, Not Graduate, Yes,200000,700000,18,526, Rejected
5, Not Graduate, Yes,6800000,19000000,8,865, Approved
5, Not Graduate, Yes,9700000,27400000,2,328, Rejected
0, Graduate, Yes,1200000,4200000,4,768, Approved
5, Not Graduate, Yes,7400000,24000000,16,854, Approved
4, Graduate, No,6900000,20800000,4,839, Approved
0, Not Graduate, Yes,9100000,23300000,18,414, Rejected
0, Graduate, Yes,1300000,4700000,16,530, Rejected
3, Graduate, No,6600000,14600000,10,841, Approved
3, Not Graduate, Yes,1800000,5700000,14,670, Approved
5, Not Graduate, Yes,8200000,20900000,14,726, Approved
4, Not Graduate, No,2800000,8300000,14,352, Rejected
1, Graduate, Yes,7000000,16000000,4,554, Approved
4, Graduate, No,700000,1800000,18,728, Approved
0, Not Graduate, No,7400000,25500000,6,463, Rejected
5, Not Graduate, Yes,2300000,5000000,10,431, Rejected
1, Graduate, Yes,600000,1900000,8,445, Rejected
5, Graduate, No,1000000,3000000,4,896, Approved
1, Not Graduate, Yes,2200000,5200000,8,420, Rejected
1, Not Graduate, No,8000000,30900000,2,315, Approved
4, Not Graduate, No,8600000,20900000,10,867, Approved
3, Not Graduate, Yes,7500000,26000000,2,342, Approved
5, Not Graduate, Yes,5200000,11800000,18,711, Approved
2, Not Graduate, No,7900000,20900000,2,723, Approved
1, Graduate, Yes,4200000,11300000,4,704, Approved
0, Graduate, No,6500000,20200000,16,842, Approved
0, Graduate, Yes,7400000,15200000,12,600, Approved
3, Not Graduate, No,9100000,25600000,12,688, Approved
0, Not Graduate, No,800000,2300000,16,739, Approved
1, Graduate, Yes,800000,2800000,10,798, Approved
5, Graduate, Yes,4100000,9900000,4,319, Rejected
5, Graduate, Yes,4200000,8700000,6,583, Approved
3, Graduate, Yes,4800000,11500000,12,535, Rejected
3, Not Graduate, Yes,8300000,25900000,8,696, Approved
4, Not Graduate, No,7600000,23900000,8,672, Approved
4, Graduate, No,5100000,12300000,20,410, Rejected
5, Graduate, No,3600000,11600000,14,546, Rejected
3, Not Graduate, Yes,5400000,16800000,16,550, Approved
5, Not Graduate, No,700000,1400000,4,344, Rejected
2, Not Graduate, Yes,9800000,38200000,10,743, Approved
4, Graduate, No,9700000,36400000,4,772, Approved
0, Graduate, Yes,9400000,29900000,12,302, Rejected
3, Graduate, Yes,3200000,9100000,18,376, Rejected
0, Graduate, Yes,3700000,11600000,10,747, Approved
2, Graduate, Yes,4200000,15800000,6,710, Approved
2, Not Graduate, No,7000000,24200000,6,892, Approved
3, Not Graduate, No,3200000,11500000,16,492, Rejected
5, Graduate, No,7900000,17700000,2,559, Approved
3, Not Graduate, No,2200000,8300000,18,314, Rejected
0, Graduate, Yes,2700000,8400000,6,744, Approved
5, Not Graduate, No,6800000,18000000,12,690, Approved
3, Graduate, Yes,6300000,23300000,4,347, Approved
5, Graduate, Yes,9000000,31400000,2,677, Approved
1, Graduate, No,4700000,15700000,4,468, Approved
2, Not Graduate, No,8100000,17500000,4,674, Approved
2, Not Graduate, No,9000000,27300000,14,353, Rejected
4, Not Graduate, No,3800000,14100000,8,727, Approved
4, Not Graduate, Yes,8800000,22200000,10,512, Rejected
3, Not Graduate, Yes,8700000,27200000,18,454, Rejected
5, Not Graduate, No,5000000,12400000,14,315, Rejected
0, Not Graduate, Yes,6000000,22700000,10,480, Rejected
2, Graduate, Yes,9100000,24200000,16,685, Approved
1, Graduate, No,7400000,17900000,6,460, Rejected
1, Not Graduate, Yes,8300000,28400000,16,704, Approved
1, Graduate, Yes,7600000,23900000,12,692, Approved
1, Not Graduate, Yes,3500000,9600000,4,398, Rejected
5, Graduate, Yes,1000000,3500000,18,882, Approved
5, Graduate, Yes,9900000,25900000,4,860, Approved
2, Graduate, Yes,5700000,15100000,18,330, Rejected
5, Graduate, No,700000,2400000,16,447, Rejected
0, Not Graduate, Yes,9600000,23800000,12,788, Approved
1, Not Graduate, No,9300000,28900000,6,526, Rejected
0, Graduate, No,9500000,28400000,18,577, Approved
4, Graduate, Yes,8700000,23400000,16,372, Rejected
5, Graduate, Yes,7300000,21000000,14,759, Approved
3, Graduate, Yes,4100000,12700000,10,465, Rejected
2, Graduate, No,2900000,10200000,4,789, Approved
3, Graduate, Yes,7500000,17900000,2,680, Approved
1, Graduate, No,7900000,25700000,20,681, Approved
1, Graduate, Yes,6900000,22300000,16,673, Approved
0, Not Graduate, No,6900000,22900000,10,313, Rejected
0, Not Graduate, No,4800000,18800000,16,551, Approved
5, Graduate, Yes,7700000,24400000,8,453, Rejected
3, Not Graduate, No,6900000,22700000,4,650, Approved
1, Not Graduate, No,1200000,4500000,4,439, Approved
1, Graduate, No,2900000,9600000,4,658, Approved
4, Graduate, Yes,5500000,18900000,6,379, Rejected
4, Graduate, Yes,3200000,10700000,4,450, Approved
5, Not Graduate, No,2600000,8200000,4,849, Approved
0, Graduate, No,500000,1600000,18,865, Approved
0, Graduate, No,1800000,6900000,10,853, Rejected
0, Not Graduate, No,1300000,4900000,12,555, Approved
1, Not Graduate, No,9900000,20700000,20,821, Approved
0, Not Graduate, No,2000000,4700000,2,820, Approved
1, Not Graduate, No,5100000,15300000,4,721, Approved
4, Graduate, Yes,8200000,24000000,20,831, Approved
5, Not Graduate, No,4200000,12600000,18,571, Approved
2, Not Graduate, Yes,1300000,4900000,8,582, Approved
1, Not Graduate, Yes,4600000,13600000,18,487, Rejected
1, Not Graduate, No,6600000,19700000,12,758, Approved
2, Graduate, Yes,8300000,30100000,16,636, Approved
0, Graduate, No,6900000,20700000,16,857, Approved
4, Graduate, Yes,4700000,12500000,8,678, Approved
1, Graduate, No,7900000,15800000,8,551, Approved
3, Not Graduate, No,8800000,24900000,16,668, Approved
1, Graduate, No,6500000,23400000,2,672, Approved
3, Not Graduate, No,3500000,13700000,4,439, Approved
2, Not Graduate, Yes,8200000,19600000,16,636, Approved
0, Not Graduate, Yes,2000000,6000000,14,393, Rejected
5, Not Graduate, No,2700000,8200000,2,848, Approved
0, Graduate, Yes,5300000,17600000,4,790, Approved
2, Not Graduate, No,9900000,19900000,6,312, Rejected
2, Not Graduate, Yes,5000000,19500000,14,775, Approved
2, Not Graduate, No,9100000,18600000,20,403, Rejected
3, Not Graduate, Yes,7600000,26400000,14,867, Approved
0, Graduate, No,5200000,17800000,18,558, Approved
5, Graduate, No,1800000,6000000,4,548, Approved
0, Not Graduate, No,7300000,28200000,16,486, Rejected
4, Graduate, No,3200000,11600000,6,635, Approved
5, Graduate, No,5200000,20700000,2,538, Approved
4, Not Graduate, No,7100000,28200000,14,496, Rejected
4, Graduate, Yes,1400000,4800000,6,411, Rejected
4, Not Graduate, No,2700000,10700000,6,857, Approved
5, Graduate, Yes,6500000,18100000,10,360, Rejected
4, Graduate, No,9300000,35900000,18,461, Rejected
0, Graduate, Yes,6700000,14900000,16,638, Approved
5, Graduate, No,6800000,19300000,6,865, Approved
5, Not Graduate, No,5600000,13600000,4,449, Rejected
1, Not Graduate, Yes,1900000,4700000,2,870, Approved
5, Not Graduate, No,8400000,19500000,6,815, Approved
2, Not Graduate, Yes,2500000,7200000,16,454, Rejected
1, Not Graduate, Yes,2900000,9900000,18,783, Approved
3, Graduate, Yes,3200000,7400000,2,543, Rejected
4, Not Graduate, Yes,3000000,10900000,2,786, Approved
3, Graduate, Yes,800000,2500000,20,395, Rejected
2, Not Graduate, Yes,400000,1300000,2,885, Approved
2, Not Graduate, No,4400000,10600000,20,488, Rejected
2, Not Graduate, Yes,8700000,19900000,10,829, Approved
4, Not Graduate, No,7400000,15400000,6,677, Approved
4, Not Graduate, Yes,5700000,14400000,12,645, Approved
5, Not Graduate, Yes,9700000,27600000,10,788, Approved
2, Not Graduate, No,7000000,22400000,6,649, Approved
2, Not Graduate, No,8900000,23100000,4,519, Rejected
3, Graduate, Yes,3100000,11200000,14,772, Approved
4, Graduate, No,2200000,6100000,12,330, Rejected
5, Not Graduate, Yes,7100000,21500000,4,557, Approved
4, Graduate, Yes,8200000,19000000,6,334, Rejected
3, Graduate, Yes,9800000,28400000,12,487, Rejected
2, Graduate, Yes,3900000,9700000,8,539, Rejected
2, Graduate, Yes,2200000,8100000,8,710, Approved
5, Not Graduate, Yes,600000,1700000,20,879, Approved
4, Not Graduate, Yes,6900000,22000000,10,512, Rejected
2, Graduate, Yes,7400000,27300000,18,561, Approved
3, Not Graduate, Yes,4000000,11600000,6,539, Rejected
3, Not Graduate, Yes,700000,2000000,18,544, Rejected
2, Not Graduate, Yes,1900000,4600000,16,631, Approved
2, Graduate, No,2200000,6800000,20,546, Rejected
1, Graduate, Yes,2000000,5600000,14,569, Approved
4, Not Graduate, No,7400000,17900000,6,384, Rejected
2, Not Graduate, Yes,2300000,9000000,6,583, Approved
5, Not Graduate, Yes,4000000,15500000,12,517, Rejected
3, Graduate, Yes,1500000,5800000,18,420, Rejected
2, Not Graduate, Yes,5200000,12900000,18,644, Approved
2, Graduate, No,5400000,14500000,8,349, Rejected
3, Graduate, No,7700000,25300000,18,662, Approved
0, Not Graduate, Yes,1900000,6400000,20,704, Approved
4, Not Graduate, Yes,6400000,15500000,2,324, Rejected
5, Graduate, No,700000,1700000,18,757, Approved
3, Graduate, Yes,5800000,23000000,16,361, Rejected
1, Graduate, No,1800000,5400000,4,415, Approved
5, Graduate, Yes,4300000,13800000,18,618, Approved
4, Graduate, No,8000000,27100000,8,524, Rejected
0, Not Graduate, No,1100000,4100000,18,887, Approved
2, Not Graduate, Yes,8800000,31100000,12,729, Approved
4, Graduate, No,4800000,18600000,14,774, Approved
0, Not Graduate, Yes,200000,700000,20,724, Approved
5, Graduate, Yes,1400000,2700000,16,320, Rejected
5, Graduate, No,2500000,6400000,16,590, Approved
5, Graduate, No,8100000,25300000,8,796, Approved
0, Graduate, Yes,6100000,19200000,6,890, Approved
0, Not Graduate, Yes,2000000,4600000,16,651, Approved
4, Not Graduate, No,4800000,10100000,12,634, Approved
4, Graduate, Yes,900000,2800000,2,660, Approved
4, Not Graduate, No,1300000,3500000,12,512, Rejected
4, Not Graduate, Yes,4200000,9100000,2,900, Approved
2, Graduate, Yes,3300000,11100000,20,823, Approved
2, Not Graduate, Yes,8700000,28400000,12,880, Approved
1, Not Graduate, Yes,800000,2600000,2,439, Approved
5, Graduate, Yes,7400000,17100000,2,441, Rejected
3, Not Graduate, No,6900000,18500000,6,360, Rejected
1, Graduate, Yes,8800000,33700000,14,561, Approved
2, Graduate, Yes,8600000,32500000,4,758, Approved
2, Graduate, No,5400000,20600000,18,621, Approved
4, Graduate, Yes,2900000,5900000,18,621, Approved
3, Graduate, No,9800000,21000000,12,342, Rejected
4, Graduate, No,3300000,10800000,4,552, Approved
0, Not Graduate, No,300000,500000,18,376, Rejected
0, Graduate, No,1500000,4300000,12,801, Approved
3, Not Graduate, Yes,5400000,16300000,4,512, Approved
0, Graduate, No,6600000,15200000,18,497, Rejected
0, Graduate, No,5700000,17200000,8,386, Rejected
3, Not Graduate, Yes,8500000,26100000,2,683, Approved
0, Graduate, No,7400000,24100000,16,779, Approved
3, Not Graduate, Yes,7800000,17700000,6,876, Approved
3, Graduate, Yes,7200000,16500000,18,515, Rejected
2, Not Graduate, No,7600000,19300000,12,463, Rejected
4, Not Graduate, Yes,7000000,26700000,4,486, Approved
0, Not Graduate, No,5700000,13000000,6,328, Rejected
2, Not Graduate, No,8200000,30600000,10,343, Rejected
0, Graduate, Yes,9000000,27800000,8,712, Approved
3, Not Graduate, No,3900000,11900000,6,607, Approved
0, Graduate, No,6500000,16200000,4,812, Approved
4, Not Graduate, Yes,2300000,7700000,16,589, Approved
1, Not Graduate, No,5700000,21800000,18,657, Approved
4, Not Graduate, No,800000,2800000,12,453, Rejected
4, Not Graduate, Yes,8400000,19700000,14,889, Approved
1, Graduate, Yes,4300000,17200000,4,564, Approved
1, Not Graduate, Yes,300000,900000,20,419, Rejected
1, Graduate, No,8700000,34000000,16,663, Approved
1, Not Graduate, No,4400000,12100000,4,884, Approved
1, Graduate, Yes,5600000,16800000,16,528, Rejected
2, Graduate, No,600000,1300000,12,475, Rejected
4, Not Graduate, Yes,2500000,5100000,20,695, Approved
5, Not Graduate, No,3800000,10500000,10,759, Approved
2, Not Graduate, No,2500000,9600000,4,636, Approved
3, Not Graduate, Yes,5500000,20400000,10,546, Rejected
5, Graduate, Yes,4500000,17100000,2,639, Approved
4, Not Graduate, No,1900000,4000000,10,388, Rejected
5, Graduate, Yes,6400000,20000000,12,594, Approved
1, Not Graduate, Yes,3800000,11100000,6,760, Approved
4, Not Graduate, Yes,6300000,16900000,16,582, Approved
3, Not Graduate, No,300000,600000,6,896, Approved
5, Not Graduate, Yes,7100000,21800000,18,891, Approved
2, Not Graduate, Yes,600000,1700000,2,495, Rejected
3, Graduate, Yes,4400000,15300000,16,865, Approved
4, Not Graduate, No,7600000,20800000,12,775, Approved
5, Graduate, Yes,8700000,26400000,10,318, Rejected
3, Graduate, Yes,5600000,12700000,12,395, Rejected
4, Not Graduate, No,4100000,13100000,14,772, Approved
2, Not Graduate, Yes,7900000,16100000,18,318, Rejected
3, Not Graduate, Yes,5600000,20900000,14,649, Approved
3, Not Graduate, No,1200000,3100000,10,438, Rejected
5, Graduate, No,6900000,19700000,6,588, Approved
5, Not Graduate, No,2700000,5600000,2,815, Approved
4, Graduate, Yes,9800000,22100000,4,364, Rejected
2, Not Graduate, No,9300000,32300000,4,586, Approved
4, Not Graduate, No,6700000,25300000,12,555, Approved
4, Graduate, No,1300000,4600000,10,312, Rejected
2, Graduate, Yes,7900000,17100000,16,605, Approved
5, Not Graduate, No,6700000,23200000,18,672, Approved
2, Not Graduate, Yes,2100000,4500000,18,591, Approved
4, Graduate, Yes,4700000,11000000,4,321, Rejected
2, Graduate, No,3700000,13400000,16,393, Rejected
0, Graduate, Yes,5800000,21800000,2,561, Approved
5, Graduate, Yes,2400000,6900000,20,725, Approved
1, Not Graduate, Yes,8100000,27600000,16,438, Rejected
5, Graduate, Yes,5400000,21400000,12,399, Rejected
0, Graduate, No,1400000,5400000,8,592, Approved
2, Not Graduate, No,2500000,8600000,8,835, Approved
0, Not Graduate, Yes,1600000,5300000,4,733, Approved
0, Not Graduate, No,3700000,10600000,20,484, Rejected
5, Not Graduate, Yes,500000,1800000,20,615, Approved
3, Not Graduate, Yes,5300000,19500000,4,591, Approved
0, Graduate, Yes,2800000,6800000,12,349, Rejected
1, Graduate, Yes,9600000,29900000,18,478, Rejected
4, Graduate, No,2200000,7800000,20,633, Approved
1, Not Graduate, Yes,8400000,30900000,8,378, Rejected
1, Not Graduate, No,2100000,5300000,20,461, Rejected
2, Not Graduate, Yes,2800000,7000000,2,834, Approved
0, Not Graduate, No,2500000,5800000,20,671, Approved
3, Graduate, Yes,1700000,5800000,10,524, Rejected
3, Graduate, No,6100000,20700000,4,816, Approved
3, Graduate, No,4100000,11700000,10,729, Approved
5, Not Graduate, Yes,4500000,12700000,8,307, Rejected
2, Graduate, Yes,5600000,19100000,8,350, Rejected
3, Not Graduate, Yes,5800000,16600000,10,444, Rejected
4, Not Graduate, No,8600000,26700000,10,895, Approved
2, Graduate, No,2900000,10500000,20,708, Approved
2, Not Graduate, Yes,8300000,17600000,2,355, Rejected
5, Not Graduate, No,2400000,5100000,6,756, Approved
4, Graduate, No,5600000,12000000,4,719, Approved
1, Graduate, Yes,9500000,35400000,14,439, Rejected
4, Not Graduate, Yes,4900000,15900000,10,668, Approved
4, Not Graduate, Yes,5900000,16500000,2,765, Approved
5, Graduate, Yes,500000,1500000,4,476, Approved
3, Graduate, No,7000000,21700000,14,781, Approved
1, Not Graduate, No,3500000,12700000,4,350, Approved
0, Graduate, No,5200000,12200000,16,783, Approved
3, Graduate, Yes,6300000,19900000,12,770, Approved
2, Not Graduate, No,8400000,28300000,10,822, Approved
1, Not Graduate, Yes,7500000,22500000,14,469, Rejected
2, Graduate, No,3300000,13000000,16,300, Rejected
2, Not Graduate, No,8800000,22400000,14,692, Approved
5, Graduate, No,200000,700000,18,707, Approved
5, Not Graduate, Yes,8000000,29100000,4,658, Approved
3, Graduate, No,1000000,4000000,6,625, Approved
1, Graduate, No,9400000,26700000,10,343, Rejected
5, Graduate, No,2100000,7300000,18,358, Rejected
4, Graduate, Yes,5400000,11500000,20,705, Approved
2, Graduate, Yes,4700000,15100000,8,799, Approved
3, Graduate, No,8800000,33700000,12,397, Rejected
5, Graduate, No,3200000,12200000,6,493, Rejected
0, Graduate, Yes,7200000,21900000,4,446, Approved
2, Not Graduate, Yes,2500000,7200000,16,315, Rejected
5, Not Graduate, Yes,6900000,15700000,14,887, Approved
5, Graduate, Yes,5700000,20500000,16,429, Rejected
4, Graduate, Yes,5500000,15100000,18,673, Approved
4, Not Graduate, Yes,9200000,29100000,10,731, Approved
5, Graduate, Yes,5700000,11500000,2,732, Approved
5, Graduate, Yes,5000000,16400000,14,525, Rejected
4, Not Graduate, No,2300000,5500000,6,343, Rejected
0, Not Graduate, Yes,3000000,11000000,16,331, Rejected
0, Not Graduate, No,7900000,26200000,18,845, Approved
2, Graduate, No,2000000,6200000,16,696, Approved
5, Not Graduate, No,2700000,8700000,14,772, Approved
3, Graduate, Yes,6400000,15800000,18,628, Approved
0, Not Graduate, Yes,8200000,19100000,2,764, Approved
1, Graduate, No,2800000,6900000,14,553, Approved
1, Not Graduate, No,8900000,20000000,2,653, Approved
1, Not Graduate, No,5100000,20000000,4,506, Approved
3, Graduate, No,2800000,8500000,20,431, Rejected
2, Not Graduate, Yes,6100000,12300000,18,697, Approved
2, Not Graduate, No,8400000,24500000,6,588, Approved
1, Not Graduate, No,1600000,5600000,6,846, Approved
5, Graduate, No,4100000,11000000,14,379, Rejected
1, Not Graduate, No,300000,700000,10,745, Approved
3, Graduate, No,9600000,34500000,20,523, Rejected
4, Graduate, Yes,8300000,25400000,4,624, Approved
1, Graduate, No,4600000,16700000,16,407, Rejected
3, Not Graduate, Yes,5600000,11600000,12,756, Approved
3, Graduate, Yes,4100000,8300000,16,351, Rejected
3, Not Graduate, No,3700000,13400000,18,373, Rejected
4, Not Graduate, Yes,800000,2400000,2,461, Approved
4, Graduate, No,8100000,28100000,12,672, Approved
2, Graduate, Yes,2700000,9500000,10,434, Rejected
2, Not Graduate, Yes,7000000,21400000,12,541, Rejected
3, Not Graduate, Yes,8100000,29300000,2,413, Approved
1, Graduate, No,3200000,7600000,4,592, Approved
4, Not Graduate, Yes,400000,1400000,10,665, Approved
1, Graduate, No,7800000,23900000,4,313, Approved
0, Not Graduate, No,5800000,19600000,14,673, Approved
