dependents,education,employment,annual_income,loan_amount,loan_term,cibil_score,loan_status
3, Graduate, Yes,7800000,25600000,6,523, Rejected
0, Graduate, Yes,2000000,6700000,8,461, Rejected
4, Not Graduate, No,1900000,5600000,2,832, Approved
2, Not Graduate, Yes,3300000,9600000,18,896, Approved
0, Not Graduate, Yes,9500000,26000000,2,732, Approved
0, Graduate, Yes,3500000,13900000,16,301, Rejected
5, Graduate, No,4400000,15800000,4,701, Approved
2, Not Graduate, No,2000000,4000000,14,502, Rejected
3, Not Graduate, No,9200000,19500000,12,742, Approved
1, Not Graduate, No,2200000,5000000,2,755, Approved
1, Not Graduate, No,1900000,7100000,2,834, Approved
5, Graduate, Yes,8700000,18400000,12,394, Rejected
3, Graduate, Yes,9700000,19700000,4,663, Approved
3, Graduate, No,9400000,20300000,10,649, Approved
4, Not Graduate, Yes,8000000,23200000,14,738, Approved
5, Not Graduate, No,1000000,2000000,4,524, Rejected
5, Not Graduate, No,5300000,14600000,16,855, Approved
3, Graduate, Yes,1400000,5400000,20,304, Rejected
2, Graduate, Yes,1600000,3800000,12,532, Rejected
3, Graduate, Yes,3400000,8500000,6,584, Approved
3, Graduate, No,7800000,28700000,4,447, Approved
4, Not Graduate, No,7100000,19900000,14,852, Approved
1, Not Graduate, Yes,6000000,13100000,2,368, Rejected
3, Not Graduate, Yes,8200000,28900000,10,447, Rejected
4, Graduate, No,3900000,11400000,20,867, Approved
5, Not Graduate, Yes,8400000,17600000,12,397, Rejected
4, Graduate, No,9700000,19400000,20,798, Approved
1, Not Graduate, Yes,8300000,26300000,20,530, Rejected
4, Graduate, No,2500000,9900000,16,356, Rejected
3, Graduate, No,6100000,24000000,18,718, Approved
3, Not Graduate, No,5000000,13000000,10,459, Rejected
3, Not Graduate, No,9500000,22200000,8,571, Approved
2, Graduate, No,5700000,20500000,8,412, Rejected
1, Graduate, Yes,5000000,12500000,20,604, Approved
4, Not Graduate, Yes,8600000,20600000,16,449, Rejected
5, Not Graduate, No,1400000,5300000,12,778, Approved
3, Graduate, No,5900000,21200000,16,476, Rejected
4, Graduate, Yes,4100000,10400000,12,727, Approved
3, Graduate, No,7400000,18500000,8,818, Approved
1, Graduate, Yes,7100000,19300000,16,738, Approved
5, Graduate, Yes,5300000,18200000,16,546, Rejected
2, Not Graduate, No,6600000,14100000,2,471, Rejected
3, Not Graduate, No,2800000,10600000,4,860, Approved
1, Not Graduate, Yes,1600000,4400000,4,364, Rejected
0, Graduate, Yes,8500000,25300000,20,557, Approved
1, Not Graduate, Yes,5200000,20700000,12,612, Approved
2, Not Graduate, Yes,6400000,19300000,6,414, Rejected
5, Graduate, No,1300000,2900000,4,372, Rejected
0, Graduate, No,5600000,11600000,12,466, Rejected
3, Graduate, Yes,9000000,19800000,20,348, Rejected
1, Not Graduate, Yes,7800000,17200000,4,597, Approved
4, Not Graduate, Yes,4000000,11000000,8,791, Approved
0, Graduate, Yes,700000,1800000,12,400, Rejected
5, Graduate, Yes,7300000,18700000,16,813, Approved
0, Not Graduate, Yes,5200000,15400000,4,675, Approved
1, Not Graduate, No,6200000,18200000,18,324, Rejected
4, Graduate, No,1100000,3600000,8,693, Approved
1, Not Graduate, Yes,5600000,13700000,8,491, Rejected
5, Graduate, Yes,3400000,9800000,8,559, Approved
4, Graduate, No,1500000,4900000,16,392, Rejected
2, Not Graduate, No,5800000,18600000,18,532, Rejected
4, Not Graduate, No,9800000,29400000,8,592, Approved
5, Not Graduate, No,8300000,23100000,4,459, Rejected
4, Graduate, Yes,500000,1200000,4,627, Approved
4, Graduate, No,1900000,6100000,2,462, Approved
1, Not Graduate, Yes,9700000,24700000,14,600, Approved
5, Not Graduate, No,1800000,6200000,18,366, Rejected
0, Graduate, Yes,3300000,9700000,14,356, Rejected
5, Graduate, No,900000,2300000,16,590, Approved
5, Graduate, Yes,8200000,28900000,4,485, Approved
1, Not Graduate, Yes,500000,1700000,18,617, Approved
5, Graduate, Yes,1000000,2600000,8,664, Approved
3, Not Graduate, No,7100000,27900000,8,583, Approved
1, Graduate, Yes,200000,400000,18,859, Approved
2, Graduate, No,3100000,7300000,14,504, Rejected
4, Graduate, No,700000,2300000,16,688, Approved
3, Not Graduate, No,1800000,5700000,2,422, Approved
3, Not Graduate, Yes,8400000,27000000,8,746, Approved
3, Graduate, No,7400000,17500000,20,317, Rejected
2, Not Graduate, Yes,6700000,20200000,6,701, Approved
1, Graduate, Yes,1700000,6000000,16,754, Approved
3, Not Graduate, Yes,300000,600000,10,515, Rejected
1, Graduate, Yes,3800000,8800000,12,670, Approved
5, Graduate, Yes,1300000,4000000,8,407, Rejected
5, Not Graduate, Yes,3100000,10900000,12,884, Approved
1, Graduate, Yes,200000,400000,20,882, Approved
2, Not Graduate, Yes,8100000,24700000,6,595, Approved
1, Not Graduate, Yes,8900000,22900000,4,757, Approved
5, Graduate, Yes,4200000,8500000,4,386, Rejected
5, Not Graduate, Yes,4100000,11100000,18,756, Approved
3, Not Graduate, No,8300000,25700000,12,453, Rejected
3, Not Graduate, No,7500000,25200000,8,316, Rejected
3, Graduate, No,2100000,7700000,6,703, Approved
3, Graduate, No,1400000,3200000,8,753, Approved
0, Not Graduate, No,6900000,23500000,2,621, Approved
0, Graduate, Yes,2500000,9100000,10,852, Approved
3, Not Graduate, Yes,3800000,9400000,12,301, Rejected
3, Not Graduate, Yes,7700000,29300000,10,359, Rejected
1, Not Graduate, No,3200000,6600000,16,534, Rejected
0, Not Graduate, Yes,8600000,20000000,10,704, Approved
3, Not Graduate, Yes,3800000,13700000,16,662, Approved
3, Graduate, No,8400000,31100000,18,599, Approved
1, Graduate, No,1600000,5400000,4,319, Approved
2, Not Graduate, No,7800000,19400000,16,549, Rejected
1, Graduate, Yes,9400000,21000000,12,443, Rejected
3, Not Graduate, Yes,9900000,26700000,10,550, Approved
4, Not Graduate, No,2400000,8000000,18,393, Rejected
2, Graduate, Yes,7500000,15100000,8,488, Rejected
5, Graduate, No,3300000,11800000,16,845, Approved
2, Graduate, No,5500000,19000000,2,382, Approved
5, Not Graduate, No,2400000,7500000,12,357, Rejected
1, Not Graduate, Yes,8700000,27500000,16,815, Approved
1, Not Graduate, No,9600000,26000000,16,368, Rejected
0, Graduate, No,8400000,19800000,16,674, Approved
5, Not Graduate, No,9200000,23900000,10,335, Rejected
2, Graduate, Yes,4600000,12600000,2,355, Rejected
5, Not Graduate, No,7600000,17500000,6,510, Rejected
4, Graduate, No,8500000,17800000,4,698, Approved
4, Not Graduate, Yes,3100000,8200000,18,408, Rejected
3, Graduate, Yes,4900000,13100000,18,401, Rejected
5, Not Graduate, Yes,5800000,14000000,14,418, Rejected
0, Not Graduate, No,5700000,21300000,4,697, Approved
4, Graduate, No,3200000,12200000,14,683, Rejected
4, Not Graduate, Yes,8000000,31500000,16,763, Approved
4, Not Graduate, No,5000000,11400000,6,336, Rejected
2, Not Graduate, Yes,2900000,8300000,10,693, Approved
2, Not Graduate, No,6400000,23900000,18,745, Approved
5, Graduate, No,6300000,22500000,18,629, Approved
0, Not Graduate, No,5900000,23300000,16,581, Approved
1, Graduate, No,8100000,29600000,4,672, Approved
5, Graduate, Yes,7100000,20100000,4,700, Approved
1, Not Graduate, No,1400000,4400000,14,787, Approved
3, Graduate, Yes,2300000,8000000,8,300, Rejected
1, Graduate, No,7400000,16100000,4,655, Approved
0, Graduate, Yes,5300000,13300000,12,572, Approved
5, Graduate, Yes,7700000,16400000,2,663, Approved
0, Not Graduate, No,5000000,10700000,16,726, Approved
5, Not Graduate, Yes,6000000,12300000,12,680, Approved
0, Graduate, No,1400000,2700000,2,685, Approved
5, Not Graduate, Yes,9400000,23100000,6,762, Approved
3, Not Graduate, No,5200000,17200000,18,768, Approved
0, Graduate, No,3100000,11100000,8,504, Rejected
3, Not Graduate, Yes,8400000,20500000,12,796, Approved
0, Not Graduate, No,1200000,2900000,18,348, Rejected
5, Not Graduate, Yes,4800000,13100000,6,717, Approved
5, Not Graduate, Yes,9200000,34200000,4,565, Approved
2, Not Graduate, No,5300000,10900000,6,647, Approved
3, Graduate, No,4700000,10900000,2,626, Approved
0, Not Graduate, No,6500000,24700000,6,554, Approved
4, Graduate, Yes,3200000,11500000,20,864, Approved
4, Graduate, No,4600000,12500000,6,406, Rejected
5, Graduate, No,700000,1800000,10,650, Approved
5, Not Graduate, Yes,7600000,16500000,8,534, Rejected
4, Graduate, No,1200000,2600000,8,872, Approved
2, Graduate, No,5100000,16500000,12,845, Approved
1, Not Graduate, Yes,4300000,16300000,14,792, Rejected
4, Graduate, No,300000,1200000,18,544, Rejected
2, Graduate, Yes,4000000,13000000,10,552, Approved
5, Not Graduate, No,3900000,14900000,12,837, Approved
0, Not Graduate, Yes,6900000,21300000,18,845, Approved
4, Not Graduate, Yes,7000000,24100000,10,677, Approved
1, Graduate, No,6300000,18300000,20,430, Rejected
3, Graduate, Yes,8900000,22500000,12,887, Approved
0, Not Graduate, Yes,5700000,19400000,8,544, Rejected
4, Not Graduate, Yes,5200000,18300000,10,355, Rejected
4, Graduate, No,7400000,17500000,4,540, Rejected
5, Graduate, No,6500000,16000000,14,444, Rejected
3, Graduate, No,6200000,14900000,14,567, Approved
5, Not Graduate, Yes,2400000,6500000,20,513, Rejected
0, Not Graduate, No,2500000,7100000,10,590, Approved
2, Graduate, Yes,2700000,8500000,20,368, Rejected
5, Not Graduate, No,3000000,7600000,6,413, Rejected
4, Graduate, Yes,6100000,13600000,4,401, Rejected
3, Graduate, No,1500000,5400000,18,687, Approved
2, Graduate, No,6500000,14100000,14,577, Approved
4, Not Graduate, No,200000,700000,10,576, Approved
1, Not Graduate, No,9900000,23400000,16,687, Approved
4, Graduate, No,5500000,11600000,12,474, Rejected
4, Graduate, No,1200000,4400000,6,709, Approved
4, Graduate, Yes,6900000,20200000,18,438, Rejected
3, Graduate, Yes,8000000,25300000,4,306, Approved
3, Not Graduate, Yes,4100000,13900000,20,383, Rejected
2, Graduate, No,1400000,4700000,20,563, Approved
4, Not Graduate, Yes,1600000,3200000,20,371, Rejected
1, Graduate, No,2100000,4200000,12,379, Rejected
1, Not Graduate, No,8800000,30200000,18,897, Approved
3, Not Graduate, Yes,7100000,25400000,10,725, Approved
1, Not Graduate, No,8600000,31500000,16,678, Approved
2, Not Graduate, Yes,5400000,14800000,6,724, Approved
3, Graduate, Yes,1000000,2500000,6,808, Approved
0, Graduate, No,5400000,18400000,8,625, Approved
2, Graduate, No,4200000,16800000,4,771, Approved
2, Not Graduate, No,7500000,22400000,14,695, Approved
4, Graduate, No,1200000,3300000,2,564, Approved
4, Graduate, Yes,6300000,14500000,10,349, Rejected
4, Graduate, Yes,300000,900000,4,797, Approved
3, Graduate, No,7400000,28800000,8,391, Rejected
5, Not Graduate, No,2200000,5400000,12,833, Approved
5, Graduate, No,4000000,9100000,10,515, Rejected
4, Graduate, Yes,2700000,10400000,16,671, Approved
0, Not Graduate, Yes,2000000,6900000,4,404, Approved
4, Not Graduate, No,6400000,14800000,6,537, Rejected
5, Not Graduate, Yes,1400000,5100000,4,348, Approved
0, Not Graduate, Yes,2800000,6300000,12,647, Approved
2, Not Graduate, Yes,8200000,28700000,14,316, Rejected
3, Not Graduate, No,9000000,26700000,14,638, Approved
5, Not Graduate, Yes,800000,2100000,12,363, Rejected
4, Not Graduate, Yes,6100000,21200000,6,808, Approved
4, Not Graduate, Yes,2400000,9400000,2,871, Approved
4, Graduate, Yes,6000000,17000000,12,607, Approved
2, Not Graduate, Yes,7900000,22500000,6,571, Approved
3, Graduate, Yes,9500000,25700000,18,446, Rejected
3, Not Graduate, Yes,1800000,6400000,20,436, Rejected
3, Not Graduate, Yes,5800000,14100000,12,738, Approved
3, Graduate, No,2800000,9400000,10,519, Rejected
3, Graduate, Yes,4000000,8300000,8,531, Rejected
1, Not Graduate, No,1000000,3400000,18,578, Approved
0, Graduate, No,9100000,21100000,20,578, Approved
0, Graduate, No,4600000,18100000,14,442, Rejected
2, Not Graduate, No,7800000,16900000,6,751, Approved
4, Graduate, Yes,6600000,18800000,10,353, Rejected
5, Not Graduate, No,9800000,26600000,12,664, Approved
1, Graduate, No,7400000,26600000,18,505, Rejected
3, Graduate, Yes,4300000,16600000,10,571, Approved
2, Not Graduate, Yes,9800000,34600000,16,754, Approved
5, Not Graduate, No,1100000,3900000,20,858, Approved
3, Graduate, Yes,8600000,21800000,20,641, Approved
0, Not Graduate, Yes,9400000,35500000,16,592, Approved
3, Graduate, Yes,5300000,20300000,14,432, Rejected
1, Not Graduate, Yes,8700000,33800000,18,558, Approved
3, Graduate, Yes,4800000,14200000,12,547, Rejected
4, Not Graduate, No,4400000,9800000,18,732, Approved
1, Graduate, Yes,5400000,19300000,12,784, Approved
5, Not Graduate, Yes,8400000,31900000,10,605, Approved
1, Graduate, Yes,5400000,19500000,18,688, Approved
3, Not Graduate, Yes,9400000,32100000,10,617, Approved
0, Not Graduate, Yes,800000,2400000,4,518, Approved
0, Not Graduate, No,3800000,14800000,10,390, Rejected
4, Graduate, No,3100000,6300000,4,370, Rejected
3, Not Graduate, Yes,6000000,21300000,4,802, Approved
2, Not Graduate, Yes,6800000,15500000,12,338, Rejected
5, Not Graduate, No,5200000,11700000,6,658, Approved
0, Not Graduate, No,1900000,6700000,12,595, Approved
5, Graduate, Yes,3600000,8500000,20,594, Approved
3, Graduate, Yes,1500000,4100000,14,611, Approved
3, Not Graduate, No,2000000,5800000,8,799, Approved
5, Graduate, No,9200000,18600000,20,497, Rejected
0, Not Graduate, Yes,6100000,15900000,18,456, Rejected
5, Not Graduate, No,300000,500000,8,396, Rejected
1, Graduate, No,800000,2300000,10,770, Approved
0, Not Graduate, No,3300000,9000000,16,797, Approved
1, Not Graduate, No,5800000,18700000,20,586, Approved
5, Not Graduate, No,8500000,23400000,16,604, Approved
0, Not Graduate, Yes,4100000,12800000,8,799, Approved
2, Graduate, No,7800000,26400000,4,763, Approved
0, Graduate, No,7500000,23000000,14,725, Approved
2, Graduate, No,2300000,8800000,18,336, Rejected
4, Graduate, Yes,600000,2300000,6,495, Rejected
1, Not Graduate, No,2900000,11500000,20,431, Rejected
5, Not Graduate, No,900000,2200000,2,415, Rejected
5, Graduate, Yes,9000000,20400000,6,451, Rejected
1, Not Graduate, No,4800000,14300000,4,489, Rejected
1, Graduate, No,1600000,4600000,12,415, Rejected
3, Not Graduate, No,2600000,8100000,12,425, Rejected
4, Graduate, Yes,1800000,4600000,14,453, Rejected
5, Graduate, Yes,4400000,11800000,20,634, Approved
2, Not Graduate, No,200000,300000,20,519, Rejected
4, Not Graduate, Yes,800000,2100000,6,353, Rejected
3, Graduate, No,1500000,3200000,4,767, Approved
0, Not Graduate, Yes,7700000,16900000,14,473, Rejected
5, Graduate, Yes,7200000,21300000,2,801, Approved
4, Graduate, No,1000000,2300000,16,543, Rejected
1, Graduate, No,6300000,17200000,12,714, Approved
3, Graduate, No,1900000,4100000,12,830, Approved
5, Graduate, No,4400000,15300000,4,401, Approved
0, Not Graduate, No,9100000,26400000,6,518, Rejected
2, Graduate, Yes,900000,2300000,20,367, Rejected
0, Graduate, Yes,4600000,12000000,12,493, Rejected
2, Graduate, Yes,9400000,22700000,14,505, Rejected
5, Graduate, No,6900000,26500000,16,322, Rejected
2, Graduate, No,300000,900000,8,735, Approved
5, Graduate, Yes,1900000,6700000,2,622, Approved
4, Graduate, Yes,4400000,16400000,6,513, Rejected
4, Not Graduate, Yes,1200000,4100000,16,585, Approved
1, Graduate, Yes,1000000,3000000,10,813, Approved
0, Graduate, No,3100000,10400000,18,622, Approved
1, Graduate, Yes,2100000,6300000,16,899, Approved
0, Not Graduate, No,2100000,4700000,2,459, Rejected
4, Graduate, No,9400000,33300000,18,369, Rejected
2, Not Graduate, No,9700000,37700000,6,601, Approved
4, Graduate, No,1400000,2700000,18,703, Approved
2, Not Graduate, No,4700000,14600000,20,597, Approved
3, Not Graduate, Yes,4100000,13300000,10,670, Approved
4, Not Graduate, Yes,1200000,2800000,6,366, Rejected
5, Not Graduate, No,7900000,27800000,16,857, Approved
2, Not Graduate, No,6600000,15000000,16,401, Rejected
0, Not Graduate, No,2200000,8800000,4,437, Approved
3, Not Graduate, No,5500000,17600000,8,882, Approved
4, Graduate, No,5100000,15500000,8,392, Rejected
2, Not Graduate, Yes,3900000,7700000,10,421, Rejected
5, Graduate, No,200000,400000,6,722, Approved
4, Graduate, No,5800000,14700000,10,692, Approved
5, Not Graduate, No,8300000,20700000,2,537, Rejected
5, Graduate, Yes,2600000,5500000,8,676, Approved
1, Graduate, No,2100000,8100000,6,817, Approved
4, Not Graduate, No,3900000,10800000,20,433, Rejected
1, Graduate, Yes,5200000,16300000,6,524, Rejected
3, Not Graduate, Yes,7800000,24400000,20,490, Rejected
3, Not Graduate, Yes,5400000,14300000,4,595, Approved
2, Not Graduate, No,2900000,11000000,2,835, Approved
4, Graduate, No,7100000,28300000,6,850, Approved
1, Graduate, Yes,800000,2500000,4,409, Approved
5, Graduate, Yes,3400000,12800000,10,760, Approved
1, Graduate, Yes,6800000,17600000,14,344, Rejected
4, Graduate, Yes,7000000,27100000,12,881, Approved
0, Graduate, Yes,9300000,24500000,10,600, Approved
2, Graduate, No,7500000,19900000,10,790, Approved
3, Graduate, Yes,8000000,31200000,20,392, Rejected
5, Graduate, Yes,1600000,4100000,2,748, Approved
1, Graduate, Yes,6700000,18800000,6,798, Approved
3, Not Graduate, No,3800000,11400000,4,323, Approved
1, Not Graduate, Yes,2700000,5400000,6,413, Rejected
3, Graduate, No,1300000,2900000,8,733, Approved
4, Not Graduate, No,3400000,10500000,16,543, Rejected
3, Graduate, No,3400000,10900000,14,757, Approved
5, Graduate, Yes,2400000,6800000,8,464, Rejected
0, Not Graduate, No,1900000,6900000,4,749, Approved
4, Graduate, No,700000,2200000,6,680, Approved
1, Not Graduate, No,6900000,20900000,4,574, Approved
5, Graduate, Yes,300000,800000,18,774, Approved
3, Not Graduate, No,6000000,18700000,10,387, Rejected
1, Not Graduate, No,4300000,16400000,20,397, Rejected
4, Graduate, No,5800000,13500000,14,816, Approved
2, Graduate, Yes,3300000,6700000,8,845, Approved
2, Not Graduate, No,400000,1500000,4,743, Approved
5, Not Graduate, No,300000,600000,4,418, Rejected
1, Not Graduate, No,4200000,10700000,6,466, Rejected
2, Not Graduate, Yes,600000,2300000,12,335, Rejected
5, Not Graduate, Yes,4400000,15200000,6,446, Rejected
0, Graduate, Yes,9200000,29400000,2,868, Approved
2, Graduate, Yes,6900000,25300000,4,763, Approved
5, Not Graduate, Yes,5100000,13700000,14,527, Rejected
4, Graduate, No,3400000,12700000,2,741, Approved
4, Not Graduate, Yes,8600000,26800000,12,802, Approved
3, Not Graduate, Yes,9200000,28900000,8,538, Rejected
5, Graduate, Yes,4800000,16300000,4,523, Approved
4, Not Graduate, No,2800000,8300000,14,381, Rejected
1, Graduate, Yes,3400000,7000000,4,534, Rejected
5, Not Graduate, Yes,800000,2200000,14,574, Approved
1, Not Graduate, No,4100000,11100000,6,405, Rejected
0, Not Graduate, No,1900000,3800000,16,542, Rejected
5, Graduate, Yes,6700000,25400000,14,820, Approved
0, Graduate, No,5200000,13400000,2,505, Rejected
3, Graduate, Yes,6700000,16400000,2,508, Rejected
1, Not Graduate, Yes,4700000,15000000,20,835, Approved
0, Not Graduate, No,6000000,22000000,12,826, Approved
5, Not Graduate, Yes,6500000,18900000,12,427, Rejected
3, Graduate, No,500000,2000000,12,890, Approved
4, Not Graduate, No,5700000,13300000,2,333, Rejected
4, Not Graduate, Yes,6800000,20000000,12,679, Approved
5, Not Graduate, No,3100000,12300000,18,805, Approved
3, Not Graduate, No,5100000,11000000,16,826, Approved
1, Not Graduate, Yes,6300000,23900000,10,844, Approved
5, Graduate, Yes,4400000,14100000,10,663, Approved
1, Not Graduate, No,8100000,21900000,6,884, Approved
1, Not Graduate, No,1100000,3700000,2,508, Approved
0, Graduate, Yes,2400000,6900000,4,581, Approved
3, Graduate, Yes,7000000,26300000,12,481, Rejected
1, Graduate, Yes,8700000,30000000,12,543, Rejected
0, Not Graduate, Yes,3500000,12600000,10,448, Rejected
1, Graduate, Yes,1600000,5300000,4,713, Approved
5, Not Graduate, Yes,7800000,17300000,16,493, Rejected
2, Not Graduate, No,3700000,9200000,10,819, Approved
4, Graduate, No,400000,1400000,18,827, Approved
0, Not Graduate, No,4800000,15700000,10,398, Rejected
0, Graduate, Yes,2900000,7500000,18,692, Approved
5, Graduate, Yes,5000000,14600000,18,509, Rejected
0, Graduate, Yes,7600000,18100000,16,439, Rejected
1, Graduate, No,3000000,9400000,4,622, Approved
3, Not Graduate, Yes,200000,700000,18,526, Rejected
5, Not Graduate, Yes,6800000,19000000,8,865, Approved
5, Not Graduate, Yes,9700000,27400000,2,328, Rejected
0, Graduate, Yes,1200000,4200000,4,768, Approved
5, Not Graduate, Yes,7400000,24000000,16,854, Approved
4, Graduate, No,6900000,20800000,4,839, Approved
0, Not Graduate, Yes,9100000,23300000,18,414, Rejected
0, Graduate, Yes,1300000,4700000,16,530, Rejected
3, Graduate, No,6600000,14600000,10,841, Approved
3, Not Graduate, Yes,1800000,5700000,14,670, Approved
5, Not Graduate, Yes,8200000,20900000,14,726, Approved
4, Not Graduate, No,2800000,8300000,14,352, Rejected
1, Graduate, Yes,7000000,16000000,4,554, Approved
4, Graduate, No,700000,1800000,18,728, Approved
0, Not Graduate, No,7400000,25500000,6,463, Rejected
5, Not Graduate, Yes,2300000,5000000,10,431, Rejected
1, Graduate, Yes,600000,1900000,8,445, Rejected
5, Graduate, No,1000000,3000000,4,896, Approved
1, Not Graduate, Yes,2200000,5200000,8,420, Rejected
1, Not Graduate, No,8000000,30900000,2,315, Approved
4, Not Graduate, No,8600000,20900000,10,867, Approved
3, Not Graduate, Yes,7500000,26000000,2,342, Approved
5, Not Graduate, Yes,5200000,11800000,18,711, Approved
2, Not Graduate, No,7900000,20900000,2,723, Approved
1, Graduate, Yes,4200000,11300000,4,704, Approved
0, Graduate, No,6500000,20200000,16,842, Approved
0, Graduate, Yes,7400000,15200000,12,600, Approved
3, Not Graduate, No,9100000,25600000,12,688, Approved
0, Not Graduate, No,800000,2300000,16,739, Approved
1, Graduate, Yes,800000,2800000,10,798, Approved
5, Graduate, Yes,4100000,9900000,4,319, Rejected
5, Graduate, Yes,4200000,8700000,6,583, Approved
3, Graduate, Yes,4800000,11500000,12,535, Rejected
3, Not Graduate, Yes,8300000,25900000,8,696, Approved
4, Not Graduate, No,7600000,23900000,8,672, Approved
4, Graduate, No,5100000,12300000,20,410, Rejected
5, Graduate, No,3600000,11600000,14,546, Rejected
3, Not Graduate, Yes,5400000,16800000,16,550, Approved
5, Not Graduate, No,700000,1400000,4,344, Rejected
2, Not Graduate, Yes,9800000,38200000,10,743, Approved
4, Graduate, No,9700000,36400000,4,772, Approved
0, Graduate, Yes,9400000,29900000,12,302, Rejected
3, Graduate, Yes,3200000,9100000,18,376, Rejected
0, Graduate, Yes,3700000,11600000,10,747, Approved
2, Graduate, Yes,4200000,15800000,6,710, Approved
2, Not Graduate, No,7000000,24200000,6,892, Approved
3, Not Graduate, No,3200000,11500000,16,492, Rejected
5, Graduate, No,7900000,17700000,2,559, Approved
3, Not Graduate, No,2200000,8300000,18,314, Rejected
0, Graduate, Yes,2700000,8400000,6,744, Approved
5, Not Graduate, No,6800000,18000000,12,690, Approved
3, Graduate, Yes,6300000,23300000,4,347, Approved
5, Graduate, Yes,9000000,31400000,2,677, Approved
1, Graduate, No,4700000,15700000,4,468, Approved
2, Not Graduate, No,8100000,17500000,4,674, Approved
2, Not Graduate, No,9000000,27300000,14,353, Rejected
4, Not Graduate, No,3800000,14100000,8,727, Approved
4, Not Graduate, Yes,8800000,22200000,10,512, Rejected
3, Not Graduate, Yes,8700000,27200000,18,454, Rejected
5, Not Graduate, No,5000000,12400000,14,315, Rejected
0, Not Graduate, Yes,6000000,22700000,10,480, Rejected
2, Graduate, Yes,9100000,24200000,16,685, Approved
1, Graduate, No,7400000,17900000,6,460, Rejected
1, Not Graduate, Yes,8300000,28400000,16,704, Approved
1, Graduate, Yes,7600000,23900000,12,692, Approved
1, Not Graduate, Yes,3500000,9600000,4,398, Rejected
5, Graduate, Yes,1000000,3500000,18,882, Approved
5, Graduate, Yes,9900000,25900000,4,860, Approved
2, Graduate, Yes,5700000,15100000,18,330, Rejected
5, Graduate, No,700000,2400000,16,447, Rejected
0, Not Graduate, Yes,9600000,23800000,12,788, Approved
1, Not Graduate, No,9300000,28900000,6,526, Rejected
