dependents,education,employment,annual_income,loan_amount,loan_term,cibil_score,loan_status
4, Not Graduate, No,200000,500000,16,765, Approved
3, Graduate, Yes,9000000,18600000,16,518, Rejected
3, Not Graduate, No,6900000,17100000,4,694, Approved
2, Not Graduate, No,700000,2300000,8,663, Approved
0, Graduate, No,2500000,8900000,2,662, Approved
0, Not Graduate, No,4600000,14400000,14,642, Approved
4, Graduate, No,1000000,3900000,10,701, Approved
4, Not Graduate, Yes,9200000,30100000,6,632, Approved
3, Graduate, Yes,2200000,4400000,2,861, Approved
4, Graduate, Yes,9700000,33300000,12,784, Approved
0, Graduate, Yes,5500000,18200000,4,332, Approved
4, Not Graduate, Yes,1300000,3400000,2,763, Approved
1, Not Graduate, Yes,7900000,19100000,2,593, Approved
2, Not Graduate, No,4300000,8800000,6,512, Rejected
0, Not Graduate, No,3800000,13300000,6,655, Approved
3, Not Graduate, No,8700000,24700000,8,369, Rejected
3, Graduate, No,1300000,3100000,14,348, Rejected
1, Not Graduate, Yes,6800000,16800000,10,736, Approved
1, Not Graduate, No,9100000,24000000,20,353, Rejected
0, Graduate, No,3000000,11300000,16,478, Rejected
0, Not Graduate, Yes,1200000,3000000,4,827, Approved
1, Not Graduate, Yes,5000000,16900000,12,517, Rejected
5, Graduate, Yes,9700000,24700000,18,648, Approved
2, Not Graduate, Yes,7000000,23800000,10,689, Approved
1, Graduate, No,4100000,9100000,20,550, Approved
0, Graduate, Yes,5300000,12900000,20,826, Approved
1, Not Graduate, No,7300000,19200000,14,599, Approved
1, Graduate, No,6500000,18500000,16,815, Approved
4, Graduate, Yes,600000,1400000,4,761, Approved
3, Not Graduate, Yes,5200000,15000000,20,432, Rejected
4, Not Graduate, Yes,2800000,9200000,18,442, Rejected
1, Graduate, Yes,7800000,23300000,6,620, Approved
2, Graduate, No,3000000,6500000,4,476, Rejected
4, Graduate, No,9300000,34900000,6,837, Approved
3, Not Graduate, Yes,5100000,18000000,6,510, Rejected
4, Not Graduate, Yes,4300000,16100000,18,849, Approved
3, Graduate, No,1100000,2100000,8,737, Approved
2, Graduate, No,6500000,16200000,10,809, Approved
3, Not Graduate, No,6400000,23000000,8,520, Rejected
2, Not Graduate, No,7400000,22500000,16,834, Approved
4, Graduate, No,8700000,32100000,8,397, Rejected
0, Not Graduate, No,9200000,24700000,14,438, Rejected
1, Graduate, Yes,6200000,19700000,18,820, Approved
1, Not Graduate, No,1200000,4600000,20,323, Rejected
1, Not Graduate, Yes,7000000,20300000,14,837, Approved
5, Graduate, Yes,3800000,10100000,2,571, Approved
0, Graduate, No,4900000,16300000,14,479, Rejected
2, Graduate, Yes,7800000,22100000,6,533, Rejected
1, Not Graduate, Yes,7400000,17200000,8,899, Approved
1, Not Graduate, No,7000000,26600000,16,460, Rejected
1, Not Graduate, No,4900000,12500000,2,636, Approved
3, Not Graduate, No,5800000,20600000,20,434, Rejected
5, Not Graduate, No,2000000,6900000,18,516, Rejected
4, Graduate, No,8300000,24600000,2,382, Rejected
0, Graduate, Yes,1000000,2800000,12,616, Approved
3, Graduate, No,5500000,11600000,6,745, Approved
5, Graduate, No,1400000,3400000,6,697, Approved
4, Graduate, No,3700000,12300000,6,364, Rejected
2, Not Graduate, Yes,2100000,6900000,2,566, Approved
4, Not Graduate, No,6200000,21900000,12,462, Rejected
0, Not Graduate, No,9300000,31900000,2,331, Approved
3, Not Graduate, Yes,5100000,10300000,12,839, Approved
0, Graduate, Yes,7000000,14000000,4,702, Approved
3, Graduate, Yes,5300000,17900000,2,580, Approved
3, Graduate, No,900000,2800000,10,560, Approved
4, Not Graduate, Yes,9400000,25700000,14,845, Approved
4, Not Graduate, Yes,2600000,8500000,4,392, Approved
2, Graduate, No,1500000,4900000,16,387, Rejected
1, Graduate, Yes,1800000,6300000,12,749, Approved
3, Graduate, Yes,7800000,20000000,14,727, Approved
3, Graduate, Yes,2100000,7400000,14,656, Approved
0, Not Graduate, Yes,8300000,17500000,20,643, Approved
2, Not Graduate, Yes,4400000,16800000,4,307, Approved
2, Not Graduate, No,2300000,5000000,16,588, Approved
3, Graduate, Yes,7700000,22300000,20,895, Approved
0, Not Graduate, Yes,9300000,29400000,10,351, Rejected
5, Not Graduate, No,5900000,16400000,12,891, Approved
5, Not Graduate, Yes,1900000,4900000,4,442, Rejected
0, Not Graduate, No,6900000,19500000,20,686, Approved
4, Graduate, Yes,2100000,8200000,20,432, Rejected
0, Not Graduate, No,8200000,20900000,14,766, Approved
4, Not Graduate, No,7700000,17200000,6,561, Approved
5, Not Graduate, No,7700000,19000000,2,539, Rejected
1, Graduate, No,700000,1400000,6,759, Approved
5, Graduate, No,7100000,18200000,8,750, Approved
2, Graduate, No,3900000,13600000,10,373, Rejected
1, Not Graduate, Yes,5200000,20500000,10,407, Rejected
4, Not Graduate, No,5500000,20200000,14,611, Approved
3, Graduate, No,2600000,6300000,10,783, Approved
0, Not Graduate, Yes,7300000,24000000,18,651, Approved
3, Graduate, No,8700000,31100000,16,760, Rejected
3, Graduate, No,9000000,22700000,16,793, Approved
4, Graduate, No,400000,800000,16,685, Approved
2, Not Graduate, Yes,3300000,10700000,8,806, Approved
1, Not Graduate, No,6300000,17800000,12,770, Approved
0, Not Graduate, No,7000000,23600000,14,663, Approved
2, Graduate, Yes,2100000,8100000,4,592, Approved
3, Not Graduate, No,7600000,26300000,18,580, Approved
1, Graduate, No,8200000,17500000,4,609, Approved
3, Not Graduate, Yes,9200000,23200000,8,380, Rejected
3, Graduate, No,3800000,12100000,20,364, Rejected
1, Graduate, No,3200000,8900000,12,866, Approved
4, Not Graduate, No,9700000,31700000,10,342, Rejected
5, Graduate, No,4700000,14400000,16,884, Approved
4, Graduate, Yes,3800000,12500000,18,859, Approved
4, Graduate, No,400000,1000000,20,692, Approved
4, Not Graduate, Yes,3200000,6800000,16,675, Approved
5, Graduate, Yes,3900000,12700000,8,886, Approved
1, Graduate, Yes,3500000,13100000,10,477, Rejected
2, Graduate, No,2200000,8300000,6,596, Approved
4, Not Graduate, No,6400000,19700000,20,400, Rejected
3, Graduate, No,9100000,19900000,2,711, Approved
0, Not Graduate, Yes,3300000,8900000,2,418, Rejected
3, Graduate, No,7800000,21800000,8,517, Rejected
0, Not Graduate, Yes,6200000,16200000,6,508, Rejected
3, Not Graduate, Yes,7000000,26100000,18,689, Approved
0, Graduate, No,9200000,28200000,12,455, Rejected
5, Not Graduate, Yes,7500000,20800000,6,617, Approved
2, Graduate, No,5300000,13200000,10,500, Rejected
5, Not Graduate, Yes,6800000,22800000,14,382, Rejected
1, Not Graduate, No,7900000,20800000,18,538, Rejected
0, Not Graduate, Yes,6200000,14900000,8,855, Approved
1, Graduate, No,1000000,3000000,18,614, Approved
2, Graduate, Yes,7800000,25400000,10,513, Rejected
5, Graduate, Yes,3000000,8800000,14,402, Rejected
5, Graduate, Yes,5700000,15000000,20,819, Approved
4, Not Graduate, No,6600000,25400000,12,622, Approved
4, Graduate, Yes,7100000,18200000,4,790, Approved
3, Graduate, Yes,1300000,4800000,14,808, Approved
2, Not Graduate, No,5200000,16800000,18,369, Rejected
3, Graduate, No,5600000,20300000,4,330, Approved
2, Graduate, No,7100000,16500000,14,857, Approved
2, Graduate, No,5100000,19100000,8,457, Rejected
3, Not Graduate, Yes,7600000,29300000,8,843, Approved
0, Graduate, Yes,2500000,5400000,6,463, Rejected
3, Graduate, No,6900000,22800000,16,582, Approved
0, Graduate, No,3100000,6500000,2,391, Rejected
2, Graduate, Yes,9700000,35100000,20,612, Approved
0, Not Graduate, Yes,5800000,12600000,2,859, Approved
4, Not Graduate, No,7600000,18600000,18,779, Approved
5, Not Graduate, No,700000,2800000,2,561, Approved
3, Graduate, No,2300000,5600000,18,420, Rejected
3, Not Graduate, No,1600000,3300000,8,609, Approved
4, Not Graduate, No,8100000,19300000,14,821, Approved
1, Graduate, No,7700000,17100000,14,603, Approved
4, Graduate, No,1500000,3400000,10,778, Approved
3, Not Graduate, No,7400000,23500000,2,460, Approved
4, Not Graduate, Yes,8900000,27100000,18,363, Rejected
0, Graduate, No,2400000,5300000,16,482, Rejected
5, Graduate, No,5600000,20300000,4,772, Approved
4, Graduate, No,5900000,14400000,6,745, Approved
1, Graduate, No,1600000,3300000,2,513, Rejected
5, Not Graduate, No,1100000,4000000,2,362, Approved
2, Graduate, Yes,6600000,25600000,6,740, Approved
3, Graduate, No,8900000,24400000,10,774, Approved
1, Graduate, Yes,6400000,16400000,20,555, Approved
4, Not Graduate, Yes,8200000,17300000,12,588, Approved
1, Graduate, No,500000,1300000,14,619, Approved
0, Graduate, No,9700000,31600000,18,607, Approved
3, Not Graduate, Yes,7100000,16700000,4,435, Rejected
4, Not Graduate, Yes,1400000,3400000,14,835, Approved
1, Not Graduate, No,7200000,28100000,14,767, Approved
1, Graduate, Yes,8400000,26200000,14,643, Approved
4, Not Graduate, No,4300000,13900000,2,894, Approved
0, Not Graduate, Yes,8800000,29800000,8,343, Rejected
4, Not Graduate, No,4000000,15100000,8,800, Approved
3, Not Graduate, Yes,6900000,17900000,18,494, Rejected
4, Graduate, No,9600000,33000000,14,336, Rejected
2, Not Graduate, No,6900000,16500000,16,785, Approved
1, Not Graduate, Yes,3600000,13400000,16,732, Approved
2, Not Graduate, No,1900000,4600000,12,587, Approved
3, Not Graduate, Yes,9700000,30800000,18,471, Rejected
2, Not Graduate, No,1200000,4100000,8,497, Rejected
1, Not Graduate, No,400000,1600000,16,784, Approved
2, Graduate, No,6600000,21500000,18,471, Rejected
2, Graduate, No,1500000,3300000,4,763, Approved
4, Not Graduate, No,3500000,9500000,2,655, Approved
3, Not Graduate, Yes,4000000,8600000,4,667, Approved
3, Not Graduate, No,4100000,14100000,8,367, Rejected
4, Graduate, No,5800000,18500000,16,436, Rejected
4, Graduate, Yes,8600000,23300000,12,785, Approved
2, Graduate, No,4500000,11400000,10,388, Rejected
2, Graduate, Yes,9900000,37300000,8,385, Rejected
1, Not Graduate, Yes,3200000,8100000,10,670, Approved
5, Graduate, Yes,8900000,19100000,20,329, Rejected
5, Not Graduate, Yes,2100000,4900000,12,651, Approved
1, Graduate, No,7100000,26000000,16,727, Approved
2, Graduate, Yes,7800000,28900000,14,646, Approved
3, Not Graduate, Yes,8600000,23200000,12,894, Approved
3, Graduate, Yes,5100000,17000000,10,477, Rejected
5, Not Graduate, No,600000,2000000,20,811, Approved
0, Graduate, Yes,6600000,21200000,18,377, Rejected
0, Not Graduate, Yes,4700000,17000000,18,802, Approved
2, Graduate, Yes,7700000,19700000,14,885, Approved
4, Graduate, Yes,6400000,21900000,6,437, Rejected
2, Graduate, No,1100000,2500000,20,615, Approved
2, Not Graduate, No,8900000,17800000,20,603, Approved
0, Not Graduate, Yes,2100000,8300000,20,765, Approved
4, Not Graduate, Yes,2300000,5800000,8,469, Rejected
3, Graduate, No,8300000,17700000,16,848, Approved
4, Graduate, No,900000,2700000,20,327, Rejected
3, Not Graduate, Yes,9200000,35000000,4,716, Approved
3, Graduate, No,9800000,28300000,2,715, Approved
0, Not Graduate, No,200000,600000,12,683, Approved
2, Not Graduate, Yes,3200000,9700000,6,737, Approved
5, Not Graduate, No,7800000,27000000,6,728, Approved
1, Graduate, No,8300000,30000000,18,350, Rejected
1, Graduate, Yes,2100000,5200000,14,802, Approved
5, Not Graduate, Yes,400000,1400000,4,483, Approved
3, Graduate, Yes,7700000,21800000,18,684, Approved
4, Graduate, Yes,5600000,16500000,20,692, Approved
0, Graduate, No,8400000,31000000,4,783, Approved
3, Graduate, Yes,1300000,4300000,18,412, Rejected
0, Not Graduate, No,8700000,30200000,10,447, Rejected
0, Not Graduate, No,2700000,8400000,14,610, Approved
5, Graduate, Yes,800000,1800000,8,881, Approved
5, Graduate, Yes,3800000,10300000,16,606, Approved
5, Graduate, Yes,700000,2600000,2,869, Approved
4, Graduate, Yes,400000,1400000,2,496, Approved
1, Graduate, Yes,3200000,9300000,6,483, Rejected
3, Graduate, No,7500000,22200000,8,741, Approved
2, Not Graduate, No,3700000,13500000,4,820, Approved
5, Graduate, No,3300000,9100000,18,697, Approved
1, Graduate, Yes,200000,500000,20,713, Approved
1, Not Graduate, No,7100000,17000000,6,754, Approved
3, Not Graduate, Yes,1500000,5100000,14,837, Approved
0, Not Graduate, No,3000000,6500000,2,691, Approved
3, Graduate, Yes,1900000,5300000,12,436, Rejected
0, Not Graduate, No,9100000,30100000,8,322, Rejected
0, Not Graduate, No,2200000,7500000,2,333, Approved
0, Not Graduate, Yes,8400000,23000000,14,455, Rejected
1, Graduate, Yes,400000,700000,10,787, Approved
2, Graduate, Yes,5600000,15800000,16,748, Approved
5, Not Graduate, Yes,8200000,27100000,4,643, Approved
0, Not Graduate, Yes,1600000,3400000,8,867, Approved
