dependents,education,employment,annual_income,loan_amount,loan_term,cibil_score,loan_status
1, Graduate, Yes,7800000,25100000,18,766, Approved
3, Not Graduate, Yes,1400000,3800000,16,451, Rejected
1, Not Graduate, Yes,3700000,10200000,4,447, Rejected
3, Not Graduate, Yes,1000000,2500000,18,763, Approved
5, Not Graduate, No,900000,3100000,20,834, Approved
2, Graduate, No,5600000,19500000,8,429, Rejected
4, Not Graduate, No,3200000,10600000,16,693, Approved
1, Graduate, No,2900000,11100000,20,478, Rejected
2, Graduate, Yes,300000,800000,10,752, Approved
0, Graduate, Yes,2400000,5900000,14,319, Rejected
3, Graduate, No,5000000,17600000,8,303, Rejected
3, Not Graduate, Yes,5000000,16700000,20,420, Rejected
2, Not Graduate, Yes,200000,600000,8,552, Approved
3, Not Graduate, Yes,6000000,16000000,12,606, Approved
2, Not Graduate, No,5600000,13700000,2,558, Approved
1, Not Graduate, No,4500000,12400000,6,504, Rejected
5, Not Graduate, Yes,200000,300000,8,412, Rejected
4, Not Graduate, Yes,6200000,18300000,4,900, Approved
4, Not Graduate, Yes,9800000,23800000,8,634, Approved
5, Graduate, Yes,3900000,9000000,8,340, Rejected
3, Not Graduate, Yes,8300000,20900000,4,615, Approved
2, Graduate, Yes,4900000,12200000,18,353, Rejected
4, Graduate, Yes,6900000,16300000,8,606, Approved
2, Not Graduate, No,4500000,14500000,18,498, Rejected
4, Not Graduate, No,7500000,21900000,2,585, Approved
1, Not Graduate, Yes,2300000,6400000,8,578, Approved
1, Graduate, No,7400000,15500000,2,693, Approved
4, Graduate, No,4800000,14300000,6,795, Approved
1, Graduate, No,2600000,9900000,6,594, Approved
3, Not Graduate, Yes,2700000,10600000,8,840, Approved
3, Not Graduate, No,3700000,10900000,16,301, Rejected
4, Graduate, Yes,2600000,9400000,18,481, Rejected
5, Not Graduate, Yes,8800000,23100000,16,531, Rejected
2, Not Graduate, No,7500000,15400000,8,332, Rejected
0, Graduate, No,4700000,18500000,4,516, Approved
2, Not Graduate, No,7100000,26600000,6,727, Approved
3, Not Graduate, Yes,5500000,19300000,10,344, Rejected
2, Graduate, No,9500000,31500000,12,650, Approved
3, Graduate, Yes,4200000,15400000,8,362, Rejected
5, Graduate, Yes,6900000,18600000,18,307, Rejected
5, Graduate, No,9900000,24600000,2,530, Rejected
5, Graduate, No,6700000,17700000,6,482, Rejected
0, Not Graduate, Yes,9300000,22200000,14,701, Approved
2, Graduate, No,5600000,17200000,16,586, Approved
0, Graduate, Yes,8100000,17600000,16,384, Rejected
4, Not Graduate, No,6000000,18000000,18,882, Approved
5, Not Graduate, Yes,4200000,11200000,2,758, Approved
5, Graduate, No,1600000,4000000,18,529, Rejected
3, Graduate, Yes,800000,1500000,2,589, Approved
1, Graduate, No,500000,1300000,6,670, Approved
5, Not Graduate, Yes,4300000,14100000,12,532, Rejected
0, Not Graduate, No,4000000,12500000,18,868, Approved
2, Not Graduate, No,2900000,7300000,2,776, Approved
5, Graduate, Yes,2300000,9100000,16,644, Approved
0, Graduate, Yes,1800000,6000000,12,658, Approved
1, Graduate, Yes,8700000,33900000,10,766, Approved
3, Not Graduate, No,7800000,21100000,12,717, Approved
2, Graduate, No,3200000,6300000,10,339, Rejected
0, Not Graduate, No,1600000,4500000,18,463, Rejected
4, Not Graduate, No,2400000,7300000,4,540, Approved
1, Graduate, No,1800000,5900000,16,804, Approved
1, Graduate, No,7500000,16000000,10,541, Rejected
4, Not Graduate, Yes,6700000,18400000,10,371, Rejected
5, Graduate, No,5800000,13700000,6,369, Rejected
0, Not Graduate, No,500000,1800000,2,651, Approved
0, Graduate, Yes,9400000,30700000,10,477, Rejected
4, Not Graduate, No,1600000,6200000,18,554, Approved
0, Graduate, Yes,9300000,25000000,14,362, Rejected
5, Graduate, No,3700000,14000000,2,469, Approved
3, Not Graduate, No,900000,1900000,12,547, Rejected
4, Not Graduate, No,500000,1300000,6,809, Approved
1, Graduate, Yes,7800000,16200000,2,335, Rejected
5, Not Graduate, Yes,5300000,13700000,18,708, Approved
0, Graduate, No,300000,700000,16,779, Approved
0, Graduate, Yes,5000000,19900000,6,748, Approved
0, Graduate, No,7900000,28600000,18,541, Rejected
4, Graduate, No,5300000,15800000,2,527, Rejected
0, Not Graduate, Yes,5500000,15300000,4,859, Approved
0, Graduate, No,1500000,5600000,18,604, Approved
5, Graduate, No,6600000,20100000,18,348, Rejected
4, Graduate, Yes,6200000,16200000,20,734, Approved
3, Graduate, No,6300000,17000000,16,388, Rejected
0, Graduate, Yes,3800000,8100000,20,831, Approved
5, Not Graduate, No,500000,1500000,6,433, Rejected
2, Graduate, Yes,5000000,15900000,16,699, Approved
0, Not Graduate, No,4500000,17100000,8,303, Rejected
4, Not Graduate, No,1000000,3800000,2,611, Approved
2, Graduate, No,1700000,3700000,20,558, Approved
4, Graduate, Yes,1200000,4800000,2,752, Approved
5, Not Graduate, Yes,8500000,25800000,14,786, Approved
0, Graduate, No,8600000,29000000,18,481, Rejected
2, Graduate, No,400000,1300000,16,507, Rejected
4, Graduate, No,8700000,19800000,14,715, Approved
0, Not Graduate, No,1800000,5700000,20,392, Rejected
0, Graduate, Yes,4700000,17700000,16,887, Approved
0, Not Graduate, No,7300000,21600000,2,479, Rejected
2, Graduate, No,8400000,32100000,20,328, Rejected
2, Graduate, Yes,4800000,12900000,8,740, Approved
2, Graduate, No,9200000,34200000,2,456, Approved
1, Not Graduate, No,6200000,21100000,10,467, Rejected
0, Graduate, Yes,200000,700000,10,587, Rejected
0, Not Graduate, Yes,2500000,6700000,16,569, Approved
3, Not Graduate, Yes,8000000,24400000,14,399, Rejected
1, Not Graduate, No,4600000,15200000,4,593, Approved
3, Not Graduate, Yes,4900000,12700000,8,409, Rejected
4, Not Graduate, No,9500000,21300000,18,353, Rejected
5, Graduate, Yes,4500000,11600000,20,306, Rejected
2, Graduate, Yes,5900000,14200000,12,499, Rejected
4, Graduate, No,4200000,14600000,6,324, Rejected
2, Not Graduate, Yes,3300000,11300000,6,647, Approved
2, Graduate, Yes,4900000,12600000,2,767, Approved
4, Not Graduate, No,5300000,10700000,12,821, Approved
4, Not Graduate, No,7200000,17700000,6,338, Rejected
0, Graduate, No,8400000,24300000,4,785, Approved
3, Graduate, No,3800000,11800000,4,694, Approved
0, Not Graduate, No,9900000,22300000,20,613, Approved
4, Graduate, Yes,2900000,8300000,10,318, Rejected
3, Not Graduate, Yes,6000000,18700000,18,783, Approved
2, Not Graduate, No,1700000,5300000,20,761, Approved
4, Graduate, Yes,5300000,12000000,10,329, Rejected
5, Not Graduate, Yes,7500000,15000000,14,661, Approved
4, Not Graduate, No,400000,900000,18,339, Rejected
1, Graduate, Yes,8300000,17700000,10,673, Approved
3, Graduate, No,4500000,16900000,18,748, Approved
3, Graduate, No,4600000,10000000,4,702, Approved
4, Not Graduate, No,4700000,10300000,12,710, Approved
0, Graduate, Yes,900000,3500000,6,331, Rejected
1, Not Graduate, No,2400000,7600000,12,372, Rejected
0, Not Graduate, Yes,3900000,9600000,10,783, Approved
0, Graduate, No,8300000,31400000,18,558, Approved
4, Graduate, Yes,4700000,13000000,6,552, Approved
4, Not Graduate, No,3900000,10600000,20,544, Rejected
2, Not Graduate, No,400000,1000000,6,425, Rejected
2, Not Graduate, Yes,1700000,5100000,18,321, Rejected
2, Graduate, Yes,6100000,15500000,8,758, Approved
5, Graduate, Yes,7300000,19600000,10,373, Rejected
3, Not Graduate, Yes,300000,500000,6,876, Approved
2, Not Graduate, No,4300000,14500000,10,594, Approved
3, Not Graduate, No,7000000,18400000,18,837, Approved
0, Not Graduate, Yes,4900000,16500000,4,600, Approved
4, Graduate, No,6200000,12400000,20,547, Rejected
1, Not Graduate, No,4100000,15800000,12,431, Rejected
0, Not Graduate, Yes,7300000,22600000,12,851, Approved
4, Not Graduate, Yes,9200000,28100000,12,760, Approved
0, Not Graduate, No,800000,2400000,2,716, Approved
4, Not Graduate, No,2900000,11200000,10,744, Approved
3, Not Graduate, No,8100000,21600000,4,740, Approved
0, Graduate, No,9300000,20300000,14,759, Approved
4, Graduate, Yes,9200000,29400000,14,517, Rejected
3, Not Graduate, Yes,3100000,6300000,18,895, Approved
3, Not Graduate, Yes,7000000,15400000,20,315, Rejected
4, Not Graduate, No,3900000,8800000,14,527, Rejected
3, Graduate, No,5500000,19800000,14,853, Approved
0, Graduate, No,6600000,13700000,20,747, Approved
2, Not Graduate, No,9900000,31600000,16,892, Approved
4, Graduate, Yes,6600000,20500000,8,856, Approved
3, Graduate, No,8600000,23600000,4,324, Rejected
5, Graduate, No,7900000,28600000,12,812, Approved
5, Graduate, Yes,6800000,22600000,2,804, Approved
4, Graduate, No,700000,1800000,8,874, Approved
2, Not Graduate, Yes,3800000,10000000,12,516, Rejected
5, Graduate, Yes,6900000,18300000,4,402, Rejected
1, Graduate, Yes,3700000,12400000,12,330, Rejected
1, Graduate, No,7900000,24000000,12,867, Approved
4, Graduate, Yes,8800000,34200000,16,844, Approved
5, Not Graduate, Yes,3300000,7800000,8,310, Rejected
4, Not Graduate, No,5800000,14200000,20,535, Rejected
1, Graduate, Yes,7400000,29500000,16,323, Rejected
1, Graduate, No,8200000,25600000,4,686, Approved
0, Not Graduate, Yes,3300000,9600000,8,465, Rejected
4, Graduate, Yes,5300000,10700000,12,547, Rejected
1, Not Graduate, No,5700000,19100000,12,649, Approved
2, Not Graduate, No,9000000,31000000,14,670, Approved
3, Graduate, No,5900000,14400000,10,408, Rejected
2, Not Graduate, No,5400000,11900000,6,303, Rejected
0, Graduate, No,9800000,34800000,14,497, Rejected
4, Graduate, Yes,9800000,34100000,14,740, Approved
4, Not Graduate, Yes,3800000,8200000,4,309, Rejected
0, Not Graduate, No,9500000,24400000,14,769, Approved
3, Graduate, Yes,2500000,7100000,6,420, Rejected
1, Graduate, No,1900000,6000000,20,540, Rejected
5, Graduate, Yes,4400000,10600000,20,806, Approved
4, Graduate, Yes,1400000,2900000,6,723, Approved
5, Not Graduate, Yes,3200000,11800000,16,565, Approved
1, Graduate, Yes,3100000,9200000,16,374, Rejected
4, Graduate, No,4500000,9900000,10,509, Rejected
3, Not Graduate, Yes,9300000,23500000,16,728, Approved
2, Graduate, No,6900000,18200000,20,396, Rejected
0, Not Graduate, Yes,3900000,8600000,2,667, Approved
5, Not Graduate, No,3200000,7400000,12,583, Approved
1, Not Graduate, Yes,5600000,21100000,10,459, Rejected
4, Not Graduate, Yes,3700000,11900000,18,635, Approved
3, Not Graduate, No,8400000,27200000,12,604, Approved
0, Not Graduate, Yes,4200000,8900000,14,796, Approved
4, Graduate, No,3800000,8500000,10,416, Rejected
3, Graduate, No,3200000,8200000,8,311, Rejected
1, Graduate, No,9700000,33900000,10,833, Approved
1, Not Graduate, Yes,4300000,9400000,6,543, Rejected
5, Graduate, Yes,8100000,20300000,18,751, Approved
5, Not Graduate, Yes,9400000,23200000,14,885, Approved
4, Not Graduate, Yes,8100000,19400000,6,346, Rejected
4, Graduate, No,6500000,14500000,4,588, Approved
2, Graduate, No,9400000,23100000,4,488, Rejected
1, Not Graduate, Yes,2600000,6600000,20,765, Approved
3, Not Graduate, Yes,8000000,25600000,6,337, Rejected
1, Graduate, No,4700000,9300000,8,515, Rejected
2, Graduate, Yes,7600000,22300000,12,555, Approved
1, Graduate, Yes,6800000,27200000,2,702, Approved
2, Not Graduate, Yes,6600000,17000000,2,457, Rejected
2, Graduate, No,8200000,27200000,10,425, Rejected
1, Graduate, Yes,4400000,12300000,6,583, Approved
1, Not Graduate, No,8300000,29200000,6,877, Approved
0, Graduate, No,9200000,36500000,14,522, Rejected
5, Not Graduate, Yes,2700000,8700000,20,687, Approved
0, Graduate, No,6100000,23600000,20,856, Approved
4, Not Graduate, Yes,9100000,33000000,8,543, Rejected
5, Not Graduate, Yes,7600000,15400000,14,576, Approved
2, Not Graduate, No,7200000,17000000,10,856, Approved
0, Graduate, Yes,2600000,8200000,8,722, Approved
4, Graduate, Yes,6500000,20200000,12,653, Approved
5, Graduate, No,8900000,35500000,16,480, Rejected
2, Graduate, Yes,5400000,14300000,14,477, Rejected
0, Graduate, No,300000,500000,2,885, Approved
0, Not Graduate, No,8400000,19600000,18,530, Rejected
3, Graduate, No,8300000,17200000,8,870, Approved
4, Not Graduate, No,1700000,5600000,8,395, Rejected
2, Not Graduate, No,1500000,4200000,16,771, Approved
1, Not Graduate, Yes,200000,500000,2,579, Approved
1, Graduate, Yes,1000000,3700000,14,798, Approved
3, Not Graduate, Yes,8800000,25100000,8,473, Rejected
0, Graduate, Yes,1000000,3200000,8,304, Rejected
0, Not Graduate, Yes,8600000,23000000,14,678, Approved
5, Graduate, Yes,2400000,8900000,2,745, Approved
1, Graduate, No,2400000,8900000,8,835, Approved
5, Not Graduate, Yes,6000000,12100000,20,848, Approved
5, Not Graduate, No,7600000,16300000,18,872, Approved
3, Not Graduate, No,8000000,20100000,10,608, Approved
0, Graduate, Yes,5400000,19500000,16,758, Approved
0, Not Graduate, Yes,1400000,3700000,4,841, Approved
0, Not Graduate, Yes,800000,2600000,2,618, Approved
4, Graduate, Yes,300000,1100000,4,457, Approved
0, Graduate, No,4100000,14400000,4,844, Approved
2, Not Graduate, No,1500000,3800000,4,776, Approved
1, Not Graduate, No,4600000,13900000,8,520, Rejected
1, Graduate, Yes,3300000,7500000,12,648, Approved
4, Not Graduate, Yes,7900000,31400000,10,654, Approved
0, Not Graduate, No,8100000,26500000,20,342, Rejected
5, Not Graduate, No,900000,2800000,16,808, Approved
1, Graduate, Yes,4900000,15200000,10,429, Rejected
3, Graduate, Yes,6100000,18100000,14,538, Rejected
3, Not Graduate, No,4500000,16400000,6,533, Rejected
2, Graduate, Yes,2900000,7300000,8,394, Rejected
1, Not Graduate, No,7900000,29300000,2,771, Approved
5, Graduate, Yes,4100000,10100000,4,792, Approved
5, Not Graduate, Yes,7700000,15500000,8,407, Rejected
0, Not Graduate, No,5600000,19300000,18,544, Rejected
5, Graduate, No,9000000,18000000,18,509, Rejected
4, Not Graduate, Yes,6400000,18400000,16,320, Rejected
4, Graduate, No,6900000,14700000,2,496, Rejected
3, Not Graduate, No,9100000,27400000,18,652, Approved
2, Graduate, Yes,1100000,3700000,2,806, Approved
4, Not Graduate, No,1700000,4500000,12,821, Approved
5, Graduate, Yes,9200000,28800000,20,618, Approved
2, Not Graduate, Yes,8300000,20600000,12,729, Approved
5, Not Graduate, Yes,5000000,10600000,6,839, Approved
3, Graduate, No,2200000,6400000,2,318, Rejected
2, Graduate, No,4500000,9600000,16,404, Rejected
5, Not Graduate, Yes,4100000,9000000,6,581, Approved
1, Not Graduate, No,2800000,6800000,18,596, Approved
1, Not Graduate, No,6600000,20700000,4,415, Approved
3, Not Graduate, Yes,3200000,7200000,6,728, Approved
0, Not Graduate, No,6300000,13300000,2,666, Approved
2, Graduate, No,4700000,17700000,14,675, Approved
0, Graduate, No,4100000,15400000,16,304, Rejected
5, Graduate, Yes,7100000,15500000,4,474, Rejected
4, Graduate, Yes,4900000,10200000,18,370, Rejected
4, Graduate, No,5600000,20300000,20,596, Approved
4, Graduate, No,3400000,8300000,2,567, Approved
3, Not Graduate, No,4500000,16100000,16,671, Approved
2, Graduate, No,300000,800000,18,819, Approved
5, Not Graduate, Yes,7600000,23000000,10,829, Approved
5, Graduate, No,500000,1200000,12,454, Rejected
0, Graduate, Yes,5900000,15200000,16,399, Rejected
0, Graduate, No,7100000,20700000,10,784, Approved
2, Not Graduate, Yes,8500000,26900000,6,538, Rejected
0, Graduate, Yes,6400000,16900000,16,759, Approved
2, Graduate, No,7100000,21400000,12,699, Approved
5, Not Graduate, No,1800000,5400000,14,347, Rejected
3, Not Graduate, Yes,6600000,25200000,20,598, Approved
4, Graduate, Yes,8800000,27100000,2,406, Approved
2, Not Graduate, No,4800000,15800000,20,860, Approved
5, Graduate, Yes,4400000,16500000,10,806, Approved
0, Not Graduate, No,2000000,6900000,2,448, Approved
2, Graduate, No,6800000,22600000,20,393, Rejected
5, Not Graduate, Yes,6600000,16000000,12,811, Approved
2, Graduate, No,3300000,7900000,20,829, Approved
3, Not Graduate, No,7400000,23400000,16,700, Approved
0, Not Graduate, Yes,4500000,12400000,18,719, Approved
1, Not Graduate, Yes,9500000,30500000,12,430, Rejected
1, Graduate, No,800000,3000000,4,338, Approved
2, Graduate, No,4000000,13000000,4,695, Approved
2, Not Graduate, No,7000000,25700000,18,374, Rejected
3, Graduate, No,3500000,8500000,18,609, Approved
3, Graduate, Yes,9700000,36000000,6,631, Approved
0, Not Graduate, No,3400000,10800000,6,439, Rejected
1, Graduate, Yes,4600000,13500000,20,837, Approved
4, Graduate, No,3800000,10400000,10,833, Approved
4, Not Graduate, Yes,4200000,9600000,20,863, Approved
2, Graduate, No,2500000,8700000,4,684, Approved
0, Not Graduate, Yes,7000000,24600000,6,542, Rejected
1, Not Graduate, No,5300000,11500000,8,753, Approved
0, Not Graduate, No,6400000,14200000,2,512, Rejected
3, Not Graduate, No,3400000,8100000,12,385, Rejected
4, Not Graduate, No,6700000,18800000,2,749, Approved
1, Not Graduate, Yes,4600000,10100000,4,618, Approved
4, Graduate, Yes,900000,2500000,4,583, Approved
0, Graduate, No,5100000,19900000,18,655, Approved
0, Not Graduate, Yes,7000000,20900000,20,380, Rejected
3, Graduate, Yes,4100000,14700000,6,679, Approved
2, Graduate, No,4600000,14800000,6,410, Rejected
2, Graduate, Yes,3600000,11500000,8,590, Approved
5, Graduate, No,5900000,13800000,14,397, Rejected
2, Graduate, No,600000,2100000,16,425, Rejected
0, Graduate, No,4900000,16400000,2,383, Approved
5, Graduate, Yes,6400000,23900000,6,406, Rejected
2, Graduate, No,7000000,19800000,10,563, Approved
3, Graduate, Yes,6700000,13400000,14,782, Approved
1, Not Graduate, Yes,800000,2200000,4,852, Approved
5, Not Graduate, No,7600000,27800000,2,753, Approved
5, Graduate, Yes,3200000,7600000,4,489, Rejected
2, Not Graduate, Yes,4900000,13800000,2,586, Approved
3, Not Graduate, No,7200000,20800000,16,560, Approved
3, Graduate, No,5600000,20600000,6,487, Rejected
4, Graduate, Yes,7300000,18300000,8,434, Rejected
4, Not Graduate, No,3300000,7000000,20,504, Rejected
2, Graduate, Yes,9200000,25300000,4,827, Approved
3, Not Graduate, Yes,8100000,23300000,20,657, Approved
5, Graduate, No,6600000,21400000,10,447, Rejected
0, Graduate, Yes,4200000,13600000,4,834, Approved
2, Graduate, No,5800000,21700000,8,354, Rejected
2, Graduate, Yes,5600000,21000000,18,883, Approved
0, Not Graduate, Yes,3600000,9900000,12,641, Approved
1, Graduate, Yes,7700000,16900000,6,621, Approved
0, Graduate, Yes,7800000,23300000,10,587, Approved
3, Not Graduate, No,5700000,15400000,16,424, Rejected
5, Graduate, No,6300000,20500000,14,515, Rejected
5, Not Graduate, Yes,2300000,4700000,18,592, Approved
4, Graduate, Yes,9600000,19900000,6,319, Rejected
1, Not Graduate, Yes,1000000,3900000,16,360, Rejected
5, Graduate, Yes,7200000,27100000,12,535, Rejected
2, Not Graduate, Yes,3800000,11400000,16,666, Approved
4, Not Graduate, Yes,9300000,24600000,16,419, Rejected
2, Not Graduate, Yes,7200000,21900000,12,640, Approved
0, Graduate, No,7600000,19700000,12,545, Rejected
4, Graduate, No,4500000,15300000,10,843, Approved
1, Not Graduate, Yes,9900000,30900000,20,559, Approved
0, Not Graduate, Yes,700000,2000000,18,650, Approved
0, Graduate, No,3500000,12300000,16,479, Rejected
1, Graduate, Yes,300000,1000000,14,324, Rejected
5, Not Graduate, Yes,5400000,16700000,2,354, Approved
4, Not Graduate, Yes,2800000,8400000,10,521, Rejected
5, Not Graduate, Yes,4900000,15900000,8,505, Rejected
4, Not Graduate, No,600000,1700000,12,436, Rejected
0, Graduate, No,3000000,8100000,6,683, Approved
0, Graduate, No,1800000,5800000,18,348, Rejected
4, Graduate, Yes,5100000,15700000,6,867, Approved
5, Graduate, No,1400000,4100000,14,880, Approved
2, Graduate, Yes,6700000,25500000,10,673, Approved
3, Not Graduate, No,4300000,12600000,18,482, Rejected
3, Graduate, Yes,7800000,19600000,4,767, Approved
3, Not Graduate, No,5400000,15800000,18,760, Approved
0, Not Graduate, No,500000,1900000,2,857, Approved
1, Graduate, No,8600000,26700000,10,735, Approved
3, Graduate, No,2500000,9300000,4,810, Approved
4, Not Graduate, No,3000000,7200000,2,680, Approved
5, Not Graduate, Yes,7000000,26900000,4,889, Approved
1, Not Graduate, Yes,400000,1500000,16,688, Approved
5, Not Graduate, No,5200000,13700000,16,531, Rejected
3, Graduate, No,3300000,11100000,2,660, Approved
1, Not Graduate, Yes,2400000,8800000,18,414, Rejected
4, Graduate, Yes,5800000,15800000,14,528, Rejected
4, Not Graduate, Yes,9400000,20000000,12,817, Approved
2, Not Graduate, No,6100000,15300000,2,799, Approved
1, Graduate, Yes,7500000,21400000,20,655, Approved
2, Not Graduate, No,4100000,16200000,6,546, Rejected
3, Not Graduate, No,8500000,30800000,14,745, Approved
0, Graduate, No,4300000,16900000,8,884, Approved
5, Not Graduate, No,9300000,22000000,4,822, Approved
4, Not Graduate, No,6000000,18700000,2,623, Approved
1, Not Graduate, Yes,5300000,18900000,16,361, Rejected
